locus_tag	ID	Name	Dbxref	gbkey	gene	description
CCNA_00518	gene544	CCNA_00518	GeneID:7332208	Gene	NA	NA
CCNA_00519	gene545	CCNA_00519	GeneID:7332209	Gene	NA	NA
CCNA_00520	gene546	CCNA_00520	GeneID:7332210	Gene	NA	ribose-phosphate pyrophosphokinase;protein_id=YP_002515893.1;
CCNA_00521	gene547	CCNA_00521	GeneID:7332211	Gene	NA	antitoxin protein;protein_id=YP_002515894.1;
CCNA_00522	gene548	brnT	GeneID:7332212	Gene	brnT	BrnT-related ribonuclease toxin;protein_id=YP_002515895.1;
CCNA_00523	gene549	CCNA_00523	GeneID:7332213	Gene	NA	multicopper polyphenol oxidase;protein_id=YP_002515896.1;
CCNA_00524	gene550	CCNA_00524	GeneID:7332214	Gene	NA	conserved hypothetical cytosolic protein;protein_id=YP_002515897.1;
CCNA_00525	gene551	CCNA_00525	GeneID:7332215	Gene	NA	prolipoprotein diacylglyceryl transferase;protein_id=YP_002515898.1;
CCNA_00526	gene552	CCNA_00526	GeneID:7332216	Gene	NA	BMFP membrane fusogenic protein;protein_id=YP_002515899.1;
CCNA_00527	gene553	CCNA_00527	GeneID:7332217	Gene	NA	NA
CCNA_00528	gene554	CCNA_00528	GeneID:7332218	Gene	NA	pyrroline-5-carboxylate reductase;protein_id=YP_002515901.1;
CCNA_00529	gene555	CCNA_00529	GeneID:7332219	Gene	NA	hypothetical protein;protein_id=YP_002515902.1;
CCNA_00530	gene556	CCNA_00530	GeneID:7332220	Gene	NA	LSU ribosomal protein L10P;protein_id=YP_002515903.1;
CCNA_00531	gene557	CCNA_00531	GeneID:7332221	Gene	NA	LSU ribosomal protein L12P (L7/L12);protein_id=YP_002515904.1;
CCNA_00532	gene558	CCNA_00532	GeneID:7332222	Gene	NA	hypothetical protein%2C RDD superfamily;protein_id=YP_002515905.1;
CCNA_00533	gene559	hfsI	GeneID:7332223	Gene	hfsI	NA
CCNA_00534	gene560	CCNA_00534	GeneID:7332224	Gene	NA	NA
CCNA_00535	gene561	CCNA_00535	GeneID:7332225	Gene	NA	hypothetical protein;protein_id=YP_002515908.1;
CCNA_00536	gene562	CCNA_00536	GeneID:7332226	Gene	NA	NA
CCNA_00537	gene563	CCNA_00537	GeneID:7332227	Gene	NA	DNA-directed RNA polymerase beta chain;protein_id=YP_002515910.1;
CCNA_03686	alpha2 macroglobulin domain-containing extracellular protein;protein_id=YP_002519059.1;
CCNA_01137	ribosomal-protein-alanine acetyltransferase;protein_id=YP_002516510.1;
CCNA_03861	pyridoxal 5-phosphate dependent enzyme class III;protein_id=YP_002519234.1;
CCNA_00538	gene565	CCNA_00538	GeneID:7332228	Gene	NA	methyl-accepting chemotaxis protein;protein_id=YP_002515911.1;
CCNA_00539	gene566	CCNA_00539	GeneID:7332229	Gene	NA	salicylate hydroxylase;protein_id=YP_002515912.1;
CCNA_00540	gene567	CCNA_00540	GeneID:7332230	Gene	NA	coproporphyrinogen III oxidase;protein_id=YP_002515913.1;
CCNA_00541	gene569	CCNA_00541	GeneID:7332231	Gene	NA	hypothetical protein;protein_id=YP_002515914.1;
CCNA_00542	gene570	CCNA_00542	GeneID:7332232	Gene	NA	hypothetical protein;protein_id=YP_002515915.1;
CCNA_00543	gene571	CCNA_00543	GeneID:7332233	Gene	NA	methyl-accepting chemotaxis protein;protein_id=YP_002515916.1;
CCNA_00544	gene572	CCNA_00544	GeneID:7332234	Gene	NA	acetyl-CoA acetyltransferase;protein_id=YP_002515917.1;
CCNA_00545	gene574	CCNA_00545	GeneID:7332235	Gene	NA	acetoacetyl-CoA reductase;protein_id=YP_002515918.1;
CCNA_00546	gene575	CCNA_00546	GeneID:7332236	Gene	NA	hypothetical protein;protein_id=YP_002515919.1;
CCNA_00547	gene576	CCNA_00547	GeneID:7332237	Gene	NA	NA
CCNA_00548	gene577	CCNA_00548	GeneID:7332238	Gene	NA	transposase%2C HTH-Tnp1 superfamily;protein_id=YP_002515921.1;
CCNA_00549	gene578	CCNA_00549	GeneID:7332239	Gene	NA	NA
CCNA_00550	gene579	CCNA_00550	GeneID:7332240	Gene	NA	LacI-family transcriptional regulator;protein_id=YP_002515923.1;
CCNA_00551	gene580	CCNA_00551	GeneID:7332241	Gene	NA	hypothetical protein;protein_id=YP_002515924.1;
CCNA_00552	gene581	CCNA_00552	GeneID:7332242	Gene	NA	cupin superfamily protein;protein_id=YP_002515925.1;
CCNA_00553	gene582	CCNA_00553	GeneID:7332243	Gene	NA	hydroxyacylglutathione hydrolase;protein_id=YP_002515926.1;
CCNA_00554	gene583	CCNA_00554	GeneID:7332244	Gene	NA	methyltransferase;protein_id=YP_002515927.1;
CCNA_00555	gene584	CCNA_00555	GeneID:7332245	Gene	NA	nitrogen regulatory protein P-II;protein_id=YP_002515928.1;
CCNA_00556	gene585	CCNA_00556	GeneID:7332246	Gene	NA	NA
CCNA_00557	gene586	CCNA_00557	GeneID:7332247	Gene	NA	endonuclease/exonuclease/phosphatase family protein;protein_id=YP_002515930.1;
CCNA_00558	gene587	CCNA_00558	GeneID:7332248	Gene	NA	methyltransferase;protein_id=YP_002515931.1;
CCNA_00559	gene588	CCNA_00559	GeneID:7332249	Gene	NA	homoserine O-acetyltransferase;protein_id=YP_002515932.1;
CCNA_00560	gene589	sixA	GeneID:7332250	Gene	sixA	NA
CCNA_00561	gene590	sixA	GeneID:7332251	Gene	sixA	conserved hypothetical cytosolic protein;protein_id=YP_002515934.1;
CCNA_00562	gene591	CCNA_00562	GeneID:7332252	Gene	NA	NA
CCNA_00563	gene592	CCNA_00563	GeneID:7332253	Gene	NA	NA
CCNA_00564	gene593	cenK	GeneID:7332254	Gene	cenK	NA
CCNA_00565	gene594	CCNA_00565	GeneID:7332255	Gene	NA	gamma-glutamyltranspeptidase;protein_id=YP_002515938.1;
CCNA_00566	gene596	CCNA_00566	GeneID:7332257	Gene	NA	mannonate dehydratase;protein_id=YP_002515939.1;
CCNA_00567	gene597	CCNA_00567	GeneID:7332258	Gene	NA	alpha-1%2C2-mannosidase;protein_id=YP_002515940.1;
CCNA_00568	gene598	CCNA_00568	GeneID:7332259	Gene	NA	NA
CCNA_00569	gene599	CCNA_00569	GeneID:7332260	Gene	NA	glucosamine-6-phosphate deaminase;protein_id=YP_002515942.1;
CCNA_00570	gene600	CCNA_00570	GeneID:7332261	Gene	NA	NA
CCNA_00571	gene601	CCNA_00571	GeneID:7329970	Gene	NA	NA
CCNA_00572	gene602	CCNA_00572	GeneID:7329971	Gene	NA	PTS system%2C N-acetylglucosamine-specific IIBC component;protein_id=YP_002515945.1;
CCNA_00573	gene603	CCNA_00573	GeneID:7329972	Gene	NA	TonB-dependent receptor;protein_id=YP_002515946.2;
CCNA_00574	gene604	CCNA_00574	GeneID:7329973	Gene	NA	alpha-N-acetylglucosaminidase;protein_id=YP_002515947.1;
CCNA_00575	gene605	CCNA_00575	GeneID:7329974	Gene	NA	hypothetical protein;protein_id=YP_002515948.1;
CCNA_00576	gene606	oppA	GeneID:7329975	Gene	oppA	NA
CCNA_00578	gene607	CCNA_00578	GeneID:7329977	Gene	NA	family 67 glycosyl hydrolase protein;protein_id=YP_002515951.1;
CCNA_00579	gene608	CCNA_00579	GeneID:7329978	Gene	NA	endonuclease;protein_id=YP_002515952.3;
CCNA_00580	gene609	CCNA_00580	GeneID:7329979	Gene	NA	AAA ATPase domain protein;protein_id=YP_002515953.1;
CCNA_00582	gene611	CCNA_00582	GeneID:7329981	Gene	NA	hypothetical protein;protein_id=YP_002515955.3;
CCNA_00583	gene612	CCNA_00583	GeneID:7329982	Gene	NA	lysozyme family protein;protein_id=YP_002515956.4;
CCNA_00585	gene613	CCNA_00585	GeneID:7329984	Gene	NA	NA
CCNA_00586	gene614	CCNA_00586	GeneID:7329985	Gene	NA	NA
CCNA_00587	gene615	CCNA_00587	GeneID:7329986	Gene	NA	NA
CCNA_00588	gene616	CCNA_00588	GeneID:7329987	Gene	NA	NA
CCNA_00589	gene617	CCNA_00589	GeneID:7329988	Gene	NA	hypothetical protein;protein_id=YP_002515962.1;
CCNA_00590	gene618	CCNA_00590	GeneID:7329989	Gene	NA	FixC-family flavoprotein dehydrogenase;protein_id=YP_002515963.1;
CCNA_00591	gene619	CCNA_00591	GeneID:7329990	Gene	NA	hypothetical protein;protein_id=YP_002515964.1;
CCNA_00592	gene620	CCNA_00592	GeneID:7329991	Gene	NA	ferritin superfamily protein;protein_id=YP_002515965.1;
CCNA_00593	gene622	CCNA_00593	GeneID:7329992	Gene	NA	NA
CCNA_00594	gene623	CCNA_00594	GeneID:7329993	Gene	NA	NA
CCNA_00595	gene625	CCNA_00595	GeneID:7329994	Gene	NA	NA
CCNA_00596	gene626	CCNA_00596	GeneID:7329995	Gene	NA	RpoE-family sigma factor;protein_id=YP_002515969.2;
CCNA_00597	gene627	CCNA_00597	GeneID:7329996	Gene	NA	TonB-dependent receptor;protein_id=YP_002515970.1;
CCNA_00598	gene628	CCNA_00598	GeneID:7329997	Gene	NA	TonB-dependent receptor;protein_id=YP_002515971.1;
CCNA_00600	gene630	CCNA_00600	GeneID:7329999	Gene	NA	NA
CCNA_00601	gene631	CCNA_00601	GeneID:7330000	Gene	NA	NA
CCNA_00602	gene632	CCNA_00602	GeneID:7330001	Gene	NA	NA
CCNA_00603	gene633	CCNA_00603	GeneID:7330002	Gene	NA	NA
CCNA_00604	gene634	CCNA_00604	GeneID:7330003	Gene	NA	RDD family membrane protein;protein_id=YP_002515977.1;
CCNA_00605	gene635	CCNA_00605	GeneID:7330004	Gene	NA	hypothetical protein;protein_id=YP_002515978.1;
CCNA_00607	gene636	CCNA_00607	GeneID:7330006	Gene	NA	TonB-dependent receptor;protein_id=YP_002515980.1;
CCNA_00608	gene637	CCNA_00608	GeneID:7330007	Gene	NA	endopygalactorunase;protein_id=YP_002515981.1;
CCNA_00609	gene638	CCNA_00609	GeneID:7330008	Gene	NA	PurR-family transcriptional regulator;protein_id=YP_002515982.1;
CCNA_00610	gene639	CCNA_00610	GeneID:7330009	Gene	NA	alpha-1%2C2-mannosidase;protein_id=YP_002515983.1;
CCNA_00611	gene640	CCNA_00611	GeneID:7330010	Gene	NA	beta-lactamase;protein_id=YP_002515984.2;
CCNA_00612	gene641	CCNA_00612	GeneID:7330011	Gene	NA	NA
CCNA_00613	gene642	CCNA_00613	GeneID:7330012	Gene	NA	cyanophycinase;protein_id=YP_002515986.3;
CCNA_00614	gene643	CCNA_00614	GeneID:7330013	Gene	NA	short-chain fatty acids transporter;protein_id=YP_002515987.2;
CCNA_00615	gene644	CCNA_00615	GeneID:7330014	Gene	NA	NA
CCNA_00616	gene646	CCNA_00616	GeneID:7330015	Gene	NA	Lrp-family transcriptional regulator;protein_id=YP_002515989.2;
CCNA_00617	gene647	CCNA_00617	GeneID:7330016	Gene	NA	arginine N-succinyltransferase%2C beta chain;protein_id=YP_002515990.1;
CCNA_00618	gene648	CCNA_00618	GeneID:7330017	Gene	NA	succinylglutamic semialdehyde dehydrogenase;protein_id=YP_002515991.1;
CCNA_00619	gene649	CCNA_00619	GeneID:7330018	Gene	NA	succinylarginine dihydrolase;protein_id=YP_002515992.1;
CCNA_00620	gene650	CCNA_00620	GeneID:7330019	Gene	NA	acetylornithine aminotransferase/succinyldiaminopimelate aminotransferase;protein_id=YP_002515993.1;
CCNA_00621	gene651	CCNA_00621	GeneID:7330020	Gene	NA	conserved domain hypothetical protein;protein_id=YP_002515994.1;
CCNA_00622	gene652	CCNA_00622	GeneID:7330021	Gene	NA	hypothetical protein;protein_id=YP_002515995.1;
CCNA_00623	gene653	CCNA_00623	GeneID:7330022	Gene	NA	NA
CCNA_00624	gene655	CCNA_00624	GeneID:7330023	Gene	NA	hypothetical protein with pentapeptide repeats;protein_id=YP_002515997.1;
CCNA_00625	gene656	CCNA_00625	GeneID:7330024	Gene	NA	NA
CCNA_00626	gene657	CCNA_00626	GeneID:7330025	Gene	NA	methyl-accepting chemotaxis protein;protein_id=YP_002515999.1;
CCNA_00627	gene658	CCNA_00627	GeneID:7330026	Gene	NA	hypothetical protein;protein_id=YP_002516000.1;
CCNA_00628	gene659	cheY	GeneID:7330027	Gene	cheY	chemotaxis protein cheY;protein_id=YP_002516001.1;
CCNA_00629	gene660	CCNA_00629	GeneID:7330028	Gene	NA	methyl-accepting chemotaxis protein;protein_id=YP_002516002.1;
CCNA_00630	gene661	cheAII	GeneID:7330029	Gene	cheAII	NA
CCNA_00631	gene662	cheW	GeneID:7330030	Gene	cheW	NA
CCNA_00632	gene663	cheW	GeneID:7330031	Gene	cheW	chemotaxis receiver domain protein CheYII;protein_id=YP_002516005.1;
CCNA_00633	gene664	cheBII	GeneID:7330032	Gene	cheBII	receiver domain-glutamate methylesterase CheBII;protein_id=YP_002516006.1;
CCNA_00634	gene665	cheBII	GeneID:7330033	Gene	cheBII	chemotaxis protein methyltransferase;protein_id=YP_002516007.1;
CCNA_00635	gene666	CCNA_00635	GeneID:7330034	Gene	NA	CHASE2 membrane receptor;protein_id=YP_002516008.2;
CCNA_00636	gene667	CCNA_00636	GeneID:7330035	Gene	NA	hypothetical protein;protein_id=YP_002516009.1;
CCNA_00637	gene669	CCNA_00637	GeneID:7330036	Gene	NA	tetratricopeptide repeat family protein;protein_id=YP_002516010.1;
CCNA_00638	gene670	CCNA_00638	GeneID:7330037	Gene	NA	heme:hemopexin-binding protein;protein_id=YP_002516011.1;
CCNA_00639	gene671	CCNA_00639	GeneID:7330038	Gene	NA	NA
CCNA_00640	gene673	CCNA_00640	GeneID:7330039	Gene	NA	hypothetical protein;protein_id=YP_002516013.1;
CCNA_00641	gene674	CCNA_00641	GeneID:7330040	Gene	NA	hypothetical protein;protein_id=YP_002516014.3;
CCNA_00642	gene675	CCNA_00642	GeneID:7330041	Gene	NA	hypothetical protein;protein_id=YP_002516015.1;
CCNA_00643	gene676	CCNA_00643	GeneID:7330042	Gene	NA	hypothetical protein;protein_id=YP_002516016.1;
CCNA_00644	gene677	CCNA_00644	GeneID:7330043	Gene	NA	hypothetical protein;protein_id=YP_002516017.2;
CCNA_00645	gene678	nrtA	GeneID:7330044	Gene	nrtA	NA
CCNA_00646	gene679	nrtB	GeneID:7330045	Gene	nrtB	nitrate transport permease protein nrtB;protein_id=YP_002516019.1;
CCNA_00647	gene680	nrtD	GeneID:7330046	Gene	nrtD	nitrate transport ATP-binding protein nrtD;protein_id=YP_002516020.1;
CCNA_00648	gene681	nasT	GeneID:7330047	Gene	nasT	NA
CCNA_00649	gene682	CCNA_00649	GeneID:7330129	Gene	NA	ABC family transporter protein;protein_id=YP_002516022.1;
CCNA_00650	gene683	narK	GeneID:7330455	Gene	narK	MFS superfamily nitrate/nitrite transporter NarK;protein_id=YP_002516023.2;
CCNA_00651	gene684	nirB	GeneID:7330456	Gene	nirB	NA
CCNA_00652	gene685	nasE	GeneID:7330457	Gene	nasE	nitrite reductase (NAD(P)H) small subunit;protein_id=YP_002516025.1;
CCNA_00653	gene686	nasC	GeneID:7330458	Gene	nasC	NA
CCNA_00654	gene687	nasC	GeneID:7330459	Gene	nasC	NA
CCNA_00655	gene689	CCNA_00655	GeneID:7330461	Gene	NA	hypothetical protein;protein_id=YP_002516028.1;
CCNA_00656	gene690	CCNA_00656	GeneID:7330462	Gene	NA	NA
CCNA_00657	gene691	CCNA_00657	GeneID:7330463	Gene	NA	type I restriction-modification system specificity subunit;protein_id=YP_002516030.1;
CCNA_00658	gene692	CCNA_00658	GeneID:7330464	Gene	NA	NA
CCNA_00659	gene693	CCNA_00659	GeneID:7330465	Gene	NA	type I restriction-modification system restriction subunit;protein_id=YP_002516032.1;
CCNA_00660	gene694	CCNA_00660	GeneID:7330466	Gene	NA	NA
CCNA_00661	gene695	CCNA_00661	GeneID:7330467	Gene	NA	transposase%2C HTH-Tnp1 superfamily;protein_id=YP_002516034.3;
CCNA_00662	gene696	CCNA_00662	GeneID:7330468	Gene	NA	hypothetical protein;protein_id=YP_002516035.2;
CCNA_00663	gene697	bapE	GeneID:7330469	Gene	bapE	bacterial apoptosis endonuclease BapE;protein_id=YP_002516036.1;
CCNA_00664	gene699	CCNA_00664	GeneID:7330471	Gene	NA	NA
CCNA_00665	gene700	CCNA_00665	GeneID:7330472	Gene	NA	GAF-family sensor histidine kinase;protein_id=YP_002516038.1;
CCNA_00666	gene701	CCNA_00666	GeneID:7330473	Gene	NA	response regulator receiver domain protein;protein_id=YP_002516039.1;
CCNA_00667	gene702	CCNA_00667	GeneID:7330474	Gene	NA	lipopolysaccharide biosynthesis protein;protein_id=YP_002516040.1;
CCNA_00668	gene703	CCNA_00668	GeneID:7330475	Gene	NA	capsular polysaccharide biosynthesis protein;protein_id=YP_002516041.1;
CCNA_00669	gene704	CCNA_00669	GeneID:7330476	Gene	NA	NA
CCNA_00670	gene705	CCNA_00670	GeneID:7330477	Gene	NA	ABC-type polysaccharide/polyol phosphate transport system%2C ATPase component;protein_id=YP_002516043.1;
CCNA_00671	gene706	CCNA_00671	GeneID:7330478	Gene	NA	ABC-type polysaccharide/polyol phosphate export system%2C permease component;protein_id=YP_002516044.1;
CCNA_00672	gene707	CCNA_00672	GeneID:7330479	Gene	NA	NA
CCNA_00673	gene708	CCNA_00673	GeneID:7330480	Gene	NA	AraC-family transcriptional regulator;protein_id=YP_002516046.1;
CCNA_00674	gene709	CCNA_00674	GeneID:7330481	Gene	NA	NA
CCNA_00675	gene710	CCNA_00675	GeneID:7330482	Gene	NA	VapC-like PIN domain ribonuclease;protein_id=YP_002516048.1;
CCNA_00676	gene711	CCNA_00676	GeneID:7330483	Gene	NA	PSK-family transcription factor;protein_id=YP_002516049.1;
CCNA_00677	gene713	CCNA_00677	GeneID:7330484	Gene	NA	LSU ribosomal protein L1P;protein_id=YP_002516050.1;
CCNA_00678	gene714	CCNA_00678	GeneID:7330485	Gene	NA	NA
CCNA_00679	gene716	CCNA_00679	GeneID:7330487	Gene	NA	NA
CCNA_00680	gene717	CCNA_00680	GeneID:7330488	Gene	NA	2-hydroxychromene-2-carboxylate isomerase;protein_id=YP_002516053.1;
CCNA_00681	gene718	CCNA_00681	GeneID:7330489	Gene	NA	short chain dehydrogenase;protein_id=YP_002516054.1;
CCNA_00682	gene719	CCNA_00682	GeneID:7330490	Gene	NA	MarR-family transcriptional regulator;protein_id=YP_002516055.2;
CCNA_00683	gene720	CCNA_00683	GeneID:7330491	Gene	NA	NA
CCNA_00684	gene721	chrR	GeneID:7330492	Gene	chrR	anti-sigma factor%2C ChrR-family;protein_id=YP_002516057.1;
CCNA_00685	gene722	chrR	GeneID:7330493	Gene	chrR	RNA polymerase sigma factor;protein_id=YP_002516058.1;
CCNA_00686	gene723	CCNA_00686	GeneID:7330494	Gene	NA	peptidase family S41 protein;protein_id=YP_002516059.1;
CCNA_00687	gene724	CCNA_00687	GeneID:7330495	Gene	NA	hypothetical protein;protein_id=YP_002516060.2;
CCNA_00688	gene725	CCNA_00688	GeneID:7330496	Gene	NA	hypothetical protein;protein_id=YP_002516061.1;
CCNA_00689	gene726	CCNA_00689	GeneID:7330497	Gene	NA	PAS-family hybrid histidine kinase/receiver protein;protein_id=YP_002516062.1;
CCNA_00690	gene727	CCNA_00690	GeneID:7330498	Gene	NA	CarD-family transcriptional regulator;protein_id=YP_002516063.2;
CCNA_00691	gene728	CCNA_00691	GeneID:7330499	Gene	NA	ferredoxin;protein_id=YP_002516064.1;
CCNA_00692	gene729	CCNA_00692	GeneID:7330500	Gene	NA	PAS-family GGDEF/EAL protein;protein_id=YP_002516065.1;
CCNA_00693	gene730	CCNA_00693	GeneID:7330501	Gene	NA	heat shock protein 15;protein_id=YP_002516066.1;
CCNA_00694	gene731	CCNA_00694	GeneID:7330502	Gene	NA	ATP-dependent DNA helicase;protein_id=YP_002516067.1;
CCNA_00695	gene732	CCNA_00695	GeneID:7330503	Gene	NA	metal-dependent hydrolase;protein_id=YP_002516068.1;
CCNA_00696	gene733	CCNA_00696	GeneID:7330504	Gene	NA	O6-methylguanine-DNA methyltransferase;protein_id=YP_002516069.1;
CCNA_00698	gene735	CCNA_00698	GeneID:7330506	Gene	NA	hypothetical protein;protein_id=YP_002516071.2;
CCNA_00699	gene736	CCNA_00699	GeneID:7330507	Gene	NA	LSU ribosomal protein L28P;protein_id=YP_002516072.1;
CCNA_00700	gene738	CCNA_00700	GeneID:7330509	Gene	NA	TonB-dependent receptor;protein_id=YP_002516073.2;
CCNA_00701	gene739	cspB	GeneID:7330510	Gene	cspB	cold shock protein CspB;protein_id=YP_002516074.1;
CCNA_00703	gene741	CCNA_00703	GeneID:7330512	Gene	NA	hypothetical protein;protein_id=YP_002516076.1;
CCNA_00704	gene742	CCNA_00704	GeneID:7330513	Gene	NA	hypothetical protein;protein_id=YP_002516077.1;
CCNA_00705	gene743	CCNA_00705	GeneID:7330514	Gene	NA	hypothetical protein;protein_id=YP_002516078.2;
CCNA_00706	gene744	CCNA_00706	GeneID:7330515	Gene	NA	hypothetical protein;protein_id=YP_002516079.1;
CCNA_00707	gene745	CCNA_00707	GeneID:7330516	Gene	NA	NA
CCNA_00708	gene746	CCNA_00708	GeneID:7330517	Gene	NA	NA
CCNA_00709	gene747	CCNA_00709	GeneID:7330518	Gene	NA	hypothetical protein;protein_id=YP_002516082.1;
CCNA_00710	gene748	CCNA_00710	GeneID:7330519	Gene	NA	alpha/beta hydrolase family protein;protein_id=YP_002516083.1;
CCNA_00711	gene749	CCNA_00711	GeneID:7330520	Gene	NA	hypothetical protein;protein_id=YP_002516084.1;
CCNA_00712	gene750	CCNA_00712	GeneID:7330521	Gene	NA	hypothetical protein;protein_id=YP_002516085.1;
CCNA_00714	gene752	CCNA_00714	GeneID:7330523	Gene	NA	hypothetical protein;protein_id=YP_002516087.1;
CCNA_00716	gene755	CCNA_00716	GeneID:7330525	Gene	NA	hypothetical protein;protein_id=YP_002516089.2;
CCNA_00718	gene757	CCNA_00718	GeneID:7330527	Gene	NA	abortive infection protein;protein_id=YP_002516091.1;
CCNA_00719	gene763	hlyD	GeneID:7330528	Gene	hlyD	NA
CCNA_00720	gene764	hlyD	GeneID:7330529	Gene	hlyD	type I protein secretion ATP-binding protein/type I protein secretion transmembrane subunit/type I secretion processing peptidase;protein_id=YP_002516093.1;
CCNA_00721	gene765	CCNA_00721	GeneID:7330530	Gene	NA	chaperonin GroEL;protein_id=YP_002516094.1;
CCNA_00722	gene766	CCNA_00722	GeneID:7330531	Gene	NA	chaperonin GroES;protein_id=YP_002516095.1;
CCNA_00723	gene767	CCNA_00723	GeneID:7330532	Gene	NA	glyoxalase family protein;protein_id=YP_002516096.1;
CCNA_00724	gene768	CCNA_00724	GeneID:7330533	Gene	NA	NA
CCNA_00725	gene769	CCNA_00725	GeneID:7330534	Gene	NA	O6-methylguanine-DNA methyltransferase;protein_id=YP_002516098.1;
CCNA_00726	gene770	CCNA_00726	GeneID:7330535	Gene	NA	NA
CCNA_00727	gene771	CCNA_00727	GeneID:7332814	Gene	NA	ribosomal-protein-alanine acetyltransferase;protein_id=YP_002516100.2;
CCNA_00728	gene772	CCNA_00728	GeneID:7332815	Gene	NA	hypothetical protein;protein_id=YP_002516101.1;
CCNA_00729	gene773	CCNA_00729	GeneID:7332816	Gene	NA	hypothetical protein;protein_id=YP_002516102.2;
CCNA_00730	gene774	CCNA_00730	GeneID:7332817	Gene	NA	SkaA-family transcriptional regulator;protein_id=YP_002516103.1;
CCNA_00731	gene775	mutL	GeneID:7332818	Gene	mutL	DNA mismatch repair protein mutL;protein_id=YP_002516104.1;
CCNA_00732	gene776	CCNA_00732	GeneID:7332819	Gene	NA	GumN superfamily protein;protein_id=YP_002516105.1;
CCNA_00733	gene777	CCNA_00733	GeneID:7332820	Gene	NA	GumN superfamily protein;protein_id=YP_002516106.1;
